vid,route,ts,lat,lon,speed
11-9553 1,145.0,2023-10-30 05:51:36,13.659167,100.600833,18
11-9553 1,145.0,2023-10-30 05:51:51,13.660193,100.601305,30
11-9553 1,145.0,2023-10-30 05:51:51,13.660193,100.601305,30
11-9553 1,145.0,2023-10-30 05:52:51,13.66336,100.60261,37
11-9553 1,145.0,2023-10-30 05:52:51,13.66336,100.60261,37
11-9553 1,145.0,2023-10-30 05:53:51,13.66825,100.60461,40
11-9553 1,145.0,2023-10-30 05:53:51,13.66825,100.60461,40
11-9553 1,145.0,2023-10-30 05:54:51,13.67186,100.606083,0
11-9553 1,145.0,2023-10-30 05:54:51,13.67186,100.606083,0
11-9553 1,145.0,2023-10-30 05:55:21,13.672305,100.606277,24
11-9553 1,145.0,2023-10-30 05:55:21,13.672305,100.606277,24
11-9553 1,145.0,2023-10-30 05:56:21,13.673,100.609693,37
11-9553 1,145.0,2023-10-30 05:56:21,13.673,100.609693,37
11-9553 1,145.0,2023-10-30 05:56:51,13.672388,100.61261,36
11-9553 1,145.0,2023-10-30 05:57:21,13.671805,100.6155,40
11-9553 1,145.0,2023-10-30 05:57:51,13.671083,100.619138,55
11-9553 1,145.0,2023-10-30 05:58:21,13.670222,100.623667,63
11-9553 1,145.0,2023-10-30 05:58:36,13.66975,100.62611,63
11-9553 1,145.0,2023-10-30 05:58:36,13.66975,100.62611,63
11-9553 1,145.0,2023-10-30 05:59:21,13.668583,100.63211,47
11-9553 1,145.0,2023-10-30 06:00:06,13.667443,100.637943,61
11-9553 1,145.0,2023-10-30 06:00:06,13.667443,100.637943,61
11-9553 1,145.0,2023-10-30 06:00:51,13.666167,100.644305,42
11-9553 1,145.0,2023-10-30 06:01:06,13.665833,100.646083,50
11-9553 1,145.0,2023-10-30 06:01:06,13.665833,100.646083,50
11-9553 1,145.0,2023-10-30 06:02:06,13.664222,100.654333,58
11-9553 1,145.0,2023-10-30 06:02:36,13.663167,100.658388,57
11-9553 1,145.0,2023-10-30 06:03:06,13.661138,100.662277,57
11-9553 1,145.0,2023-10-30 06:03:06,13.661138,100.662277,57
11-9553 1,145.0,2023-10-30 06:03:51,13.657972,100.66811,57
11-9553 1,145.0,2023-10-30 06:04:06,13.656917,100.67,56
11-9553 1,145.0,2023-10-30 06:04:51,13.654333,100.674693,44
11-9553 1,145.0,2023-10-30 06:04:51,13.654333,100.674693,44
11-9553 1,145.0,2023-10-30 06:05:36,13.651805,100.679138,39
11-9553 1,145.0,2023-10-30 06:05:36,13.651805,100.679138,39
11-9553 1,145.0,2023-10-30 06:06:06,13.65036,100.681417,27
11-9553 1,145.0,2023-10-30 06:06:06,13.65036,100.681417,27
11-9553 1,145.0,2023-10-30 06:07:06,13.647943,100.67836,32
11-9553 1,145.0,2023-10-30 06:07:36,13.645833,100.67686,28
11-9553 1,145.0,2023-10-30 06:07:36,13.645833,100.67686,28
11-9553 1,145.0,2023-10-30 06:08:36,13.644722,100.67561,9
11-9553 1,145.0,2023-10-30 06:09:06,13.644527,100.675167,8
11-9553 1,145.0,2023-10-30 06:09:51,13.644417,100.675193,0
11-9553 1,145.0,2023-10-30 06:09:51,13.644417,100.675193,0
11-9553 1,145.0,2023-10-30 06:10:36,13.644443,100.675193,0
11-9553 1,145.0,2023-10-30 06:10:36,13.644443,100.675193,0
11-9553 1,145.0,2023-10-30 06:11:21,13.644443,100.675193,0
11-9553 1,145.0,2023-10-30 06:11:21,13.644443,100.675193,0
11-9553 1,145.0,2023-10-30 06:12:06,13.644443,100.675193,0
11-9553 1,145.0,2023-10-30 06:12:06,13.644443,100.675193,0
11-9553 1,145.0,2023-10-30 06:13:06,13.644472,100.675193,0
11-9553 1,145.0,2023-10-30 06:13:06,13.644472,100.675193,0
11-9553 1,145.0,2023-10-30 06:13:51,13.644472,100.675193,0
11-9553 1,145.0,2023-10-30 06:13:51,13.644472,100.675193,0
11-9553 1,145.0,2023-10-30 06:14:36,13.644472,100.675193,0
11-9553 1,145.0,2023-10-30 06:14:51,13.644472,100.675193,0
11-9553 1,145.0,2023-10-30 06:15:36,13.644472,100.675193,0
11-9553 1,145.0,2023-10-30 06:15:36,13.644472,100.675193,0
11-9553 1,145.0,2023-10-30 06:16:21,13.644472,100.675193,0
11-9553 1,145.0,2023-10-30 06:16:21,13.644472,100.675193,0
11-9553 1,145.0,2023-10-30 06:17:21,13.644472,100.675193,0
11-9553 1,145.0,2023-10-30 06:17:21,13.644472,100.675193,0
11-9553 1,145.0,2023-10-30 06:17:51,13.644472,100.675193,0
11-9553 1,145.0,2023-10-30 06:17:51,13.644472,100.675193,0
11-9553 1,145.0,2023-10-30 06:18:51,13.644472,100.675193,0
11-9553 1,145.0,2023-10-30 06:18:51,13.644472,100.675193,0
11-9553 1,145.0,2023-10-30 06:19:36,13.644472,100.675193,0
11-9553 1,145.0,2023-10-30 06:19:36,13.644472,100.675193,0
11-9553 1,145.0,2023-10-30 06:20:21,13.644472,100.675193,0
11-9553 1,145.0,2023-10-30 06:20:21,13.644472,100.675193,0
11-9553 1,145.0,2023-10-30 06:21:06,13.644472,100.675193,0
11-9553 1,145.0,2023-10-30 06:21:06,13.644472,100.675193,0
11-9553 1,145.0,2023-10-30 06:22:06,13.644472,100.675193,0
11-9553 1,145.0,2023-10-30 06:22:06,13.644472,100.675193,0
11-9553 1,145.0,2023-10-30 06:22:51,13.644472,100.675193,0
11-9553 1,145.0,2023-10-30 06:23:21,13.644472,100.675193,0
11-9553 1,145.0,2023-10-30 06:24:06,13.644472,100.675193,0
11-9553 1,145.0,2023-10-30 06:24:06,13.644472,100.675193,0
11-9553 1,145.0,2023-10-30 06:24:51,13.644472,100.675193,0
11-9553 1,145.0,2023-10-30 06:24:51,13.644472,100.675193,0
11-9553 1,145.0,2023-10-30 06:25:36,13.644472,100.675193,0
11-9553 1,145.0,2023-10-30 06:25:36,13.644472,100.675193,0
11-9553 1,145.0,2023-10-30 06:26:06,13.644472,100.675193,0
11-9553 1,145.0,2023-10-30 06:26:36,13.644472,100.675193,0
11-9553 1,145.0,2023-10-30 06:26:51,13.644472,100.675193,0
11-9553 1,145.0,2023-10-30 06:26:51,13.644472,100.675193,0
11-9553 1,145.0,2023-10-30 06:27:36,13.644472,100.675193,0
11-9553 1,145.0,2023-10-30 06:27:36,13.644472,100.675193,0
11-9553 1,145.0,2023-10-30 06:28:21,13.644472,100.675193,0
11-9553 1,145.0,2023-10-30 06:28:21,13.644472,100.675193,0
11-9553 1,145.0,2023-10-30 06:29:21,13.644472,100.675193,0
11-9553 1,145.0,2023-10-30 06:29:51,13.644472,100.675193,0
11-9553 1,145.0,2023-10-30 06:30:36,13.644917,100.675555,1
11-9553 1,145.0,2023-10-30 06:30:36,13.644917,100.675555,1
11-9553 1,145.0,2023-10-30 06:31:21,13.645193,100.676055,0
11-9553 1,145.0,2023-10-30 06:31:21,13.645193,100.676055,0
11-9553 1,145.0,2023-10-30 06:32:06,13.645138,100.676027,0
11-9553 1,145.0,2023-10-30 06:32:06,13.645138,100.676027,0
11-9553 1,145.0,2023-10-30 06:32:51,13.64511,100.676027,0
11-9553 1,145.0,2023-10-30 06:32:51,13.64511,100.676027,0
11-9553 1,145.0,2023-10-30 06:33:51,13.645138,100.676027,0
11-9553 1,145.0,2023-10-30 06:33:51,13.645138,100.676027,0
11-9553 1,145.0,2023-10-30 06:34:36,13.64511,100.676027,0
11-9553 1,145.0,2023-10-30 06:34:36,13.64511,100.676027,0
11-9553 1,145.0,2023-10-30 06:35:36,13.64511,100.676027,0
11-9553 1,145.0,2023-10-30 06:35:36,13.64511,100.676027,0
11-9553 1,145.0,2023-10-30 06:36:21,13.64511,100.676027,0
11-9553 1,145.0,2023-10-30 06:36:21,13.64511,100.676027,0
11-9553 1,145.0,2023-10-30 06:37:06,13.64511,100.676027,0
11-9553 1,145.0,2023-10-30 06:37:06,13.64511,100.676027,0
11-9553 1,145.0,2023-10-30 06:37:51,13.64511,100.676027,0
11-9553 1,145.0,2023-10-30 06:37:51,13.64511,100.676027,0
11-9553 1,145.0,2023-10-30 06:38:51,13.64511,100.676027,0
11-9553 1,145.0,2023-10-30 06:38:51,13.64511,100.676027,0
11-9553 1,145.0,2023-10-30 06:39:36,13.645555,100.676333,10
11-9553 1,145.0,2023-10-30 06:39:51,13.645555,100.67661,1
11-9553 1,145.0,2023-10-30 06:40:21,13.645555,100.67686,12
11-9553 1,145.0,2023-10-30 06:40:36,13.646277,100.676888,29
11-9553 1,145.0,2023-10-30 06:40:51,13.647305,100.677667,39
11-9553 1,145.0,2023-10-30 06:40:51,13.647305,100.677667,39
11-9553 1,145.0,2023-10-30 06:41:36,13.649583,100.68,13
11-9553 1,145.0,2023-10-30 06:42:21,13.649083,100.679527,28
11-9553 1,145.0,2023-10-30 06:42:36,13.649693,100.679972,19
11-9553 1,145.0,2023-10-30 06:43:06,13.65011,100.680277,5
11-9553 1,145.0,2023-10-30 06:43:36,13.65075,100.6795,29
11-9553 1,145.0,2023-10-30 06:44:06,13.65211,100.67725,35
11-9553 1,145.0,2023-10-30 06:44:36,13.65311,100.6755,16
11-9553 1,145.0,2023-10-30 06:44:51,13.65336,100.675027,7
11-9553 1,145.0,2023-10-30 06:45:36,13.653777,100.67436,15
11-9553 1,145.0,2023-10-30 06:45:36,13.653777,100.67436,15
11-9553 1,145.0,2023-10-30 06:46:21,13.655222,100.671555,24
11-9553 1,145.0,2023-10-30 06:46:21,13.655222,100.671555,24
11-9553 1,145.0,2023-10-30 06:47:06,13.657,100.668333,51
11-9553 1,145.0,2023-10-30 06:47:21,13.657888,100.66661,57
11-9553 1,145.0,2023-10-30 06:47:51,13.659917,100.66286,35
11-9553 1,145.0,2023-10-30 06:48:36,13.661555,100.659972,40
11-9553 1,145.0,2023-10-30 06:48:36,13.661555,100.659972,40
11-9553 1,145.0,2023-10-30 06:49:21,13.662972,100.656667,22
11-9553 1,145.0,2023-10-30 06:49:21,13.662972,100.656667,22
11-9553 1,145.0,2023-10-30 06:50:06,13.663917,100.652167,22
11-9553 1,145.0,2023-10-30 06:50:06,13.663917,100.652167,22
11-9553 1,145.0,2023-10-30 06:51:06,13.664638,100.648667,51
11-9553 1,145.0,2023-10-30 06:51:06,13.664638,100.648667,51
11-9553 1,145.0,2023-10-30 06:51:51,13.665555,100.643777,11
11-9553 1,145.0,2023-10-30 06:52:21,13.663472,100.642972,52
11-9553 1,145.0,2023-10-30 06:52:51,13.662305,100.6435,29
11-9553 1,145.0,2023-10-30 06:52:51,13.662305,100.6435,29
11-9553 1,145.0,2023-10-30 06:53:36,13.667443,100.644417,61
11-9553 1,145.0,2023-10-30 06:53:36,13.667443,100.644417,61
11-9553 1,145.0,2023-10-30 06:54:21,13.673443,100.645472,46
11-9553 1,145.0,2023-10-30 06:54:21,13.673443,100.645472,46
11-9553 1,145.0,2023-10-30 06:55:21,13.67711,100.645888,1
11-9553 1,145.0,2023-10-30 06:55:21,13.67711,100.645888,1
11-9553 1,145.0,2023-10-30 06:56:06,13.677472,100.645917,0
11-9553 1,145.0,2023-10-30 06:56:06,13.677472,100.645917,0
11-9553 1,145.0,2023-10-30 06:56:36,13.677472,100.645917,0
11-9553 1,145.0,2023-10-30 06:57:06,13.677472,100.645888,0
11-9553 1,145.0,2023-10-30 06:57:36,13.678027,100.645972,27
11-9553 1,145.0,2023-10-30 06:57:36,13.678027,100.645972,27
11-9553 1,145.0,2023-10-30 06:58:21,13.680833,100.646193,27
11-9553 1,145.0,2023-10-30 06:58:21,13.680833,100.646193,27
11-9553 1,145.0,2023-10-30 06:59:06,13.684055,100.646472,39
11-9553 1,145.0,2023-10-30 06:59:06,13.684055,100.646472,39
11-9553 1,145.0,2023-10-30 07:00:06,13.687222,100.64675,24
11-9553 1,145.0,2023-10-30 07:00:06,13.687222,100.64675,24
11-9553 1,145.0,2023-10-30 07:01:06,13.69125,100.647,22
11-9553 1,145.0,2023-10-30 07:01:06,13.69125,100.647,22
11-9553 1,145.0,2023-10-30 07:01:36,13.692,100.647027,10
11-9553 1,145.0,2023-10-30 07:02:06,13.693583,100.647167,24
11-9553 1,145.0,2023-10-30 07:02:36,13.69536,100.647277,0
11-9553 1,145.0,2023-10-30 07:02:36,13.69536,100.647277,0
11-9553 1,145.0,2023-10-30 07:03:21,13.699527,100.646667,45
11-9553 1,145.0,2023-10-30 07:03:21,13.699527,100.646667,45
11-9553 1,145.0,2023-10-30 07:04:21,13.70525,100.64536,57
11-9553 1,145.0,2023-10-30 07:04:21,13.70525,100.64536,57
11-9553 1,145.0,2023-10-30 07:05:21,13.71311,100.6435,16
11-9553 1,145.0,2023-10-30 07:05:21,13.71311,100.6435,16
11-9553 1,145.0,2023-10-30 07:05:51,13.71375,100.64336,23
11-9553 1,145.0,2023-10-30 07:06:21,13.716527,100.642777,50
11-9553 1,145.0,2023-10-30 07:06:51,13.720805,100.642,28
11-9553 1,145.0,2023-10-30 07:06:51,13.720805,100.642,28
11-9553 1,145.0,2023-10-30 07:07:36,13.723667,100.641777,46
11-9553 1,145.0,2023-10-30 07:07:36,13.723667,100.641777,46
11-9553 1,145.0,2023-10-30 07:08:21,13.727833,100.641443,18
11-9553 1,145.0,2023-10-30 07:08:21,13.727833,100.641443,18
11-9553 1,145.0,2023-10-30 07:09:21,13.732083,100.64111,37
11-9553 1,145.0,2023-10-30 07:09:21,13.732083,100.64111,37
11-9553 1,145.0,2023-10-30 07:10:21,13.734972,100.640888,0
11-9553 1,145.0,2023-10-30 07:10:21,13.734972,100.640888,0
11-9553 1,145.0,2023-10-30 07:10:51,13.735388,100.64086,24
11-9553 1,145.0,2023-10-30 07:10:51,13.735388,100.64086,24
11-9553 1,145.0,2023-10-30 07:11:51,13.73761,100.641333,22
11-9553 1,145.0,2023-10-30 07:11:51,13.73761,100.641333,22
11-9553 1,145.0,2023-10-30 07:12:51,13.741833,100.642472,29
11-9553 1,145.0,2023-10-30 07:12:51,13.741833,100.642472,29
11-9553 1,145.0,2023-10-30 07:13:36,13.745138,100.64325,6
11-9553 1,145.0,2023-10-30 07:13:36,13.745138,100.64325,6
11-9553 1,145.0,2023-10-30 07:13:36,13.745138,100.64325,6
11-9553 1,145.0,2023-10-30 07:14:36,13.74575,100.643443,24
11-9553 1,145.0,2023-10-30 07:14:36,13.74575,100.643443,24
11-9553 1,145.0,2023-10-30 07:15:36,13.750693,100.644805,7
11-9553 1,145.0,2023-10-30 07:15:51,13.751305,100.645,33
11-9553 1,145.0,2023-10-30 07:16:21,13.754193,100.64575,33
11-9553 1,145.0,2023-10-30 07:16:51,13.755722,100.64586,22
11-9553 1,145.0,2023-10-30 07:16:51,13.755722,100.64586,22
11-9553 1,145.0,2023-10-30 07:17:51,13.761443,100.645388,4
11-9553 1,145.0,2023-10-30 07:17:51,13.761443,100.645388,4
11-9553 1,145.0,2023-10-30 07:18:21,13.761443,100.64536,0
11-9553 1,145.0,2023-10-30 07:18:51,13.761472,100.645333,0
11-9553 1,145.0,2023-10-30 07:19:06,13.761472,100.645333,0
11-9553 1,145.0,2023-10-30 07:19:06,13.761472,100.645333,0
11-9553 1,145.0,2023-10-30 07:19:51,13.762417,100.64536,0
11-9553 1,145.0,2023-10-30 07:19:51,13.762417,100.64536,0
11-9553 1,145.0,2023-10-30 07:20:51,13.762443,100.645417,4
11-9553 1,145.0,2023-10-30 07:20:51,13.762443,100.645417,4
11-9553 1,145.0,2023-10-30 07:22:06,13.762472,100.645417,0
11-9553 1,145.0,2023-10-30 07:22:06,13.762472,100.645417,0
11-9553 1,145.0,2023-10-30 07:22:21,13.7625,100.645417,0
11-9553 1,145.0,2023-10-30 07:23:06,13.762472,100.645417,0
11-9553 1,145.0,2023-10-30 07:23:21,13.762472,100.645417,0
11-9553 1,145.0,2023-10-30 07:24:21,13.763027,100.6455,24
11-9553 1,145.0,2023-10-30 07:24:21,13.763027,100.6455,24
11-9553 1,145.0,2023-10-30 07:25:06,13.765417,100.645305,16
11-9553 1,145.0,2023-10-30 07:25:06,13.765417,100.645305,16
11-9553 1,145.0,2023-10-30 07:25:06,13.765417,100.645305,16
11-9553 1,145.0,2023-10-30 07:26:21,13.766277,100.646193,1
11-9553 1,145.0,2023-10-30 07:26:51,13.766333,100.646555,20
11-9553 1,145.0,2023-10-30 07:27:21,13.766472,100.647693,18
11-9553 1,145.0,2023-10-30 07:27:51,13.768583,100.647443,43
11-9553 1,145.0,2023-10-30 07:28:21,13.772055,100.647055,47
11-9553 1,145.0,2023-10-30 07:28:36,13.773417,100.646305,34
11-9553 1,145.0,2023-10-30 07:28:36,13.773417,100.646305,34
11-9553 1,145.0,2023-10-30 07:29:21,13.775917,100.644888,38
11-9553 1,145.0,2023-10-30 07:29:21,13.775917,100.644888,38
11-9553 1,145.0,2023-10-30 07:30:21,13.780667,100.644693,22
11-9553 1,145.0,2023-10-30 07:30:21,13.780667,100.644693,22
11-9553 1,145.0,2023-10-30 07:31:21,13.779167,100.641417,25
11-9553 1,145.0,2023-10-30 07:31:51,13.777417,100.641,36
11-9553 1,145.0,2023-10-30 07:32:21,13.774333,100.64136,36
11-9553 1,145.0,2023-10-30 07:32:51,13.772693,100.6415,36
11-9553 1,145.0,2023-10-30 07:32:51,13.772693,100.6415,36
11-9553 1,145.0,2023-10-30 07:33:36,13.76911,100.641833,0
11-9553 1,145.0,2023-10-30 07:33:36,13.76911,100.641833,0
11-9553 1,145.0,2023-10-30 07:34:36,13.76761,100.642443,17
11-9553 1,145.0,2023-10-30 07:34:36,13.76761,100.642443,17
11-9553 1,145.0,2023-10-30 07:35:36,13.766555,100.644583,36
11-9553 1,145.0,2023-10-30 07:35:36,13.766555,100.644583,36
11-9553 1,145.0,2023-10-30 07:36:21,13.764917,100.645667,27
11-9553 1,145.0,2023-10-30 07:37:06,13.763667,100.645805,0
11-9553 1,145.0,2023-10-30 07:37:36,13.763638,100.64575,0
11-9553 1,145.0,2023-10-30 07:37:51,13.763638,100.64575,0
11-9553 1,145.0,2023-10-30 07:37:51,13.763638,100.64575,0
11-9553 1,145.0,2023-10-30 07:38:36,13.76361,100.64575,0
11-9553 1,145.0,2023-10-30 07:38:36,13.76361,100.64575,0
11-9553 1,145.0,2023-10-30 07:39:36,13.76286,100.645722,16
11-9553 1,145.0,2023-10-30 07:40:06,13.761333,100.645638,6
11-9553 1,145.0,2023-10-30 07:40:21,13.761305,100.645638,0
11-9553 1,145.0,2023-10-30 07:40:51,13.7605,100.645667,32
11-9553 1,145.0,2023-10-30 07:41:21,13.757443,100.645943,41
11-9553 1,145.0,2023-10-30 07:41:36,13.75611,100.646083,32
11-9553 1,145.0,2023-10-30 07:42:36,13.753055,100.64575,14
11-9553 1,145.0,2023-10-30 07:42:36,13.753055,100.64575,14
11-9553 1,145.0,2023-10-30 07:43:21,13.75036,100.644917,25
11-9553 1,145.0,2023-10-30 07:43:21,13.75036,100.644917,25
11-9553 1,145.0,2023-10-30 07:44:06,13.747583,100.644083,22
11-9553 1,145.0,2023-10-30 07:44:21,13.746777,100.643833,21
11-9553 1,145.0,2023-10-30 07:44:51,13.746193,100.643693,2
11-9553 1,145.0,2023-10-30 07:45:21,13.745417,100.6435,7
11-9553 1,145.0,2023-10-30 07:45:36,13.745,100.643388,24
11-9553 1,145.0,2023-10-30 07:46:21,13.742693,100.642833,15
11-9553 1,145.0,2023-10-30 07:46:21,13.742693,100.642833,15
11-9553 1,145.0,2023-10-30 07:47:21,13.740222,100.642333,24
11-9553 1,145.0,2023-10-30 07:48:06,13.7395,100.642167,5
11-9553 1,145.0,2023-10-30 07:48:21,13.739305,100.64211,0
11-9553 1,145.0,2023-10-30 07:48:51,13.739055,100.642055,2
11-9553 1,145.0,2023-10-30 07:48:51,13.739055,100.642055,2
11-9553 1,145.0,2023-10-30 07:49:51,13.738277,100.641888,12
11-9553 1,145.0,2023-10-30 07:49:51,13.738277,100.641888,12
11-9553 1,145.0,2023-10-30 07:50:36,13.736472,100.641417,23
11-9553 1,145.0,2023-10-30 07:50:36,13.736472,100.641417,23
11-9553 1,145.0,2023-10-30 07:51:21,13.735055,100.641167,31
11-9553 1,145.0,2023-10-30 07:52:21,13.730583,100.6415,43
11-9553 1,145.0,2023-10-30 07:52:21,13.730583,100.6415,43
11-9553 1,145.0,2023-10-30 07:53:06,13.728,100.64175,37
11-9553 1,145.0,2023-10-30 07:53:51,13.722805,100.64211,49
11-9553 1,145.0,2023-10-30 07:53:51,13.722805,100.64211,49
11-9553 1,145.0,2023-10-30 07:54:36,13.719833,100.642305,43
11-9553 1,145.0,2023-10-30 07:54:36,13.719833,100.642305,43
11-9553 1,145.0,2023-10-30 07:55:36,13.71375,100.643693,0
11-9553 1,145.0,2023-10-30 07:55:36,13.71375,100.643693,0
11-9553 1,145.0,2023-10-30 07:56:21,13.712972,100.643833,0
11-9553 1,145.0,2023-10-30 07:57:21,13.710083,100.6445,39
11-9553 1,145.0,2023-10-30 07:57:21,13.710083,100.6445,39
11-9553 1,145.0,2023-10-30 07:58:06,13.705193,100.645638,1
11-9553 1,145.0,2023-10-30 07:58:21,13.70461,100.645777,26
11-9553 1,145.0,2023-10-30 07:58:51,13.70161,100.646472,47
11-9553 1,145.0,2023-10-30 07:59:21,13.70025,100.646777,0
11-9553 1,145.0,2023-10-30 07:59:51,13.69825,100.64725,41
11-9553 1,145.0,2023-10-30 08:00:21,13.695167,100.647555,14
11-9553 1,145.0,2023-10-30 08:00:36,13.69511,100.647527,0
11-9553 1,145.0,2023-10-30 08:00:36,13.69511,100.647527,0
11-9553 1,145.0,2023-10-30 08:01:21,13.69186,100.64725,41
11-9553 1,145.0,2023-10-30 08:02:21,13.688333,100.647,17
11-9553 1,145.0,2023-10-30 08:02:36,13.687917,100.646972,22
11-9553 1,145.0,2023-10-30 08:03:21,13.686277,100.64686,0
11-9553 1,145.0,2023-10-30 08:03:36,13.686277,100.64686,0
11-9553 1,145.0,2023-10-30 08:04:06,13.686277,100.64686,0
11-9553 1,145.0,2023-10-30 08:04:06,13.686277,100.64686,0
11-9553 1,145.0,2023-10-30 08:04:51,13.686222,100.64686,13
11-9553 1,145.0,2023-10-30 08:05:06,13.685193,100.646777,35
11-9553 1,145.0,2023-10-30 08:05:06,13.685193,100.646777,35
11-9553 1,145.0,2023-10-30 08:06:06,13.680583,100.646388,36
11-9553 1,145.0,2023-10-30 08:07:06,13.678138,100.646138,0
11-9553 1,145.0,2023-10-30 08:07:06,13.678138,100.646138,0
11-9553 1,145.0,2023-10-30 08:07:06,13.678138,100.646138,0
11-9553 1,145.0,2023-10-30 08:08:06,13.678138,100.646138,0
11-9553 1,145.0,2023-10-30 08:08:06,13.678138,100.646138,0
11-9553 1,145.0,2023-10-30 08:08:51,13.676417,100.646027,37
11-9553 1,145.0,2023-10-30 08:09:21,13.675167,100.645917,27
11-9553 1,145.0,2023-10-30 08:09:51,13.672972,100.645722,8
11-9553 1,145.0,2023-10-30 08:10:21,13.671583,100.645917,34
11-9553 1,145.0,2023-10-30 08:10:36,13.670555,100.646693,36
11-9553 1,145.0,2023-10-30 08:10:36,13.670555,100.646693,36
11-9553 1,145.0,2023-10-30 08:11:36,13.666333,100.64586,27
11-9553 1,145.0,2023-10-30 08:11:36,13.666333,100.64586,27
11-9553 1,145.0,2023-10-30 08:11:36,13.666333,100.64586,27
11-9553 1,145.0,2023-10-30 08:12:36,13.66525,100.649305,3
11-9553 1,145.0,2023-10-30 08:12:36,13.66525,100.649305,3
11-9553 1,145.0,2023-10-30 08:13:51,13.664333,100.65375,43
11-9553 1,145.0,2023-10-30 08:13:51,13.664333,100.65375,43
11-9553 1,145.0,2023-10-30 08:14:36,13.6635,100.657555,20
11-9553 1,145.0,2023-10-30 08:14:51,13.663083,100.658667,39
11-9553 1,145.0,2023-10-30 08:14:51,13.663083,100.658667,39
11-9553 1,145.0,2023-10-30 08:15:36,13.661333,100.662,20
11-9553 1,145.0,2023-10-30 08:16:06,13.659888,100.66461,41
11-9553 1,145.0,2023-10-30 08:16:21,13.659638,100.665083,17
11-9553 1,145.0,2023-10-30 08:16:21,13.659638,100.665083,17
11-9553 1,145.0,2023-10-30 08:17:21,13.656138,100.671555,35
11-9553 1,145.0,2023-10-30 08:17:21,13.656138,100.671555,35
11-9553 1,145.0,2023-10-30 08:18:21,13.654583,100.674333,22
11-9553 1,145.0,2023-10-30 08:18:21,13.654583,100.674333,22
11-9553 1,145.0,2023-10-30 08:19:21,13.65261,100.677667,40
11-9553 1,145.0,2023-10-30 08:19:21,13.65261,100.677667,40
11-9553 1,145.0,2023-10-30 08:19:21,13.65261,100.677667,40
11-9553 1,145.0,2023-10-30 08:20:06,13.650555,100.68136,28
11-9553 1,145.0,2023-10-30 08:20:36,13.648805,100.68,25
11-9553 1,145.0,2023-10-30 08:21:06,13.648222,100.6795,20
11-9553 1,145.0,2023-10-30 08:21:36,13.64925,100.67975,29
11-9553 1,145.0,2023-10-30 08:22:06,13.648972,100.679805,2
11-9553 1,145.0,2023-10-30 08:22:06,13.648972,100.679805,2
11-9553 1,145.0,2023-10-30 08:22:51,13.648527,100.679027,14
11-9553 1,145.0,2023-10-30 08:23:06,13.648,100.678277,31
11-9553 1,145.0,2023-10-30 08:23:06,13.648,100.678277,31
11-9553 1,145.0,2023-10-30 08:23:51,13.6455,100.67686,1
11-9553 1,145.0,2023-10-30 08:23:51,13.6455,100.67686,1
11-9553 1,145.0,2023-10-30 08:24:51,13.644833,100.675693,8
11-9553 1,145.0,2023-10-30 08:25:06,13.64461,100.675388,8
11-9553 1,145.0,2023-10-30 08:25:51,13.644193,100.675193,2
11-9553 1,145.0,2023-10-30 08:26:06,13.644193,100.675193,0
11-9553 1,145.0,2023-10-30 08:26:06,13.644193,100.675193,0
11-9553 1,145.0,2023-10-30 08:26:51,13.64436,100.675277,0
11-9553 1,145.0,2023-10-30 08:27:51,13.64425,100.675138,0
11-9553 1,145.0,2023-10-30 08:27:51,13.64425,100.675138,0
11-9553 1,145.0,2023-10-30 08:28:51,13.64425,100.675138,0
11-9553 1,145.0,2023-10-30 08:28:51,13.64425,100.675138,0
11-9553 1,145.0,2023-10-30 08:28:51,13.64425,100.675138,0
11-9553 1,145.0,2023-10-30 08:29:21,13.64425,100.675138,0
11-9553 1,145.0,2023-10-30 08:29:21,13.64425,100.675138,0
11-9553 1,145.0,2023-10-30 08:29:21,13.64425,100.675138,0
11-9553 1,145.0,2023-10-30 08:29:21,13.64425,100.675138,0
11-9553 1,145.0,2023-10-30 08:29:21,13.64425,100.675138,0
11-9553 1,145.0,2023-10-30 12:05:36,13.645305,100.67625,0
11-9553 1,145.0,2023-10-30 12:05:36,13.645305,100.67625,0
11-9553 1,145.0,2023-10-30 12:05:36,13.645305,100.67625,0
11-9553 1,145.0,2023-10-30 12:05:36,13.645305,100.67625,0
11-9553 1,145.0,2023-10-30 12:05:36,13.645305,100.67625,0
11-9553 1,145.0,2023-10-30 12:05:36,13.645305,100.67625,0
11-9553 1,145.0,2023-10-30 12:46:25,13.644472,100.675443,0
11-9553 1,145.0,2023-10-30 12:46:25,13.644472,100.675443,0
11-9553 1,145.0,2023-10-30 12:47:10,13.6445,100.675443,0
11-9553 1,145.0,2023-10-30 12:47:10,13.6445,100.675443,0
11-9553 1,145.0,2023-10-30 12:47:55,13.645083,100.675972,15
11-9553 1,145.0,2023-10-30 12:47:55,13.645083,100.675972,15
11-9553 1,145.0,2023-10-30 12:48:40,13.645333,100.676193,9
11-9553 1,145.0,2023-10-30 12:48:55,13.6455,100.676667,8
11-9553 1,145.0,2023-10-30 12:49:25,13.646388,100.676943,25
11-9553 1,145.0,2023-10-30 12:50:10,13.648472,100.679055,26
11-9553 1,145.0,2023-10-30 12:50:10,13.648472,100.679055,26
